0.076867	0.52968	0.82849
0.07578	0.534	0.82728
0.074265	0.53843	0.8262
0.070929	0.54329	0.82565
0.067594	0.54816	0.82511
0.064259	0.55303	0.82457
0.060924	0.5579	0.82403
0.057588	0.56276	0.82351
0.054253	0.56763	0.82299
0.050918	0.5725	0.82247
0.04758	0.57736	0.82195
0.04422	0.58223	0.82143
0.04086	0.5871	0.82091
0.0375	0.59196	0.82039
0.034208	0.5968	0.81982
0.032281	0.60103	0.81824
0.030354	0.60525	0.81666
0.028427	0.60948	0.81508
0.0265	0.6137	0.8135
0.0265	0.61681	0.81024
0.0265	0.61993	0.80698
0.0265	0.62304	0.80372
0.0265	0.62615	0.80046
0.026524	0.62926	0.79719
0.026548	0.63238	0.79393
0.026573	0.63549	0.79067
0.026598	0.6386	0.78741
0.0266	0.64174	0.78415
0.0266	0.64488	0.78089
0.0266	0.64801	0.77763
0.0266	0.65115	0.77437
0.026621	0.65427	0.7711
0.026646	0.65738	0.76784
0.026671	0.66049	0.76458
0.026695	0.66361	0.76132
0.02904	0.66622	0.75728
0.031931	0.66872	0.75306
0.034821	0.67121	0.74883
0.037712	0.67371	0.74461
0.045176	0.67471	0.74014
0.054071	0.67526	0.73559
0.062965	0.6758	0.73104
0.071859	0.67634	0.7265
0.080735	0.67689	0.72197
0.089605	0.67743	0.71745
0.098474	0.67798	0.71293
0.10734	0.67852	0.70841
0.11623	0.67906	0.70387
0.12512	0.67961	0.69932
0.13402	0.68015	0.69478
0.14291	0.68069	0.69023
0.15181	0.68124	0.6857
0.1607	0.68178	0.68118
0.16959	0.68232	0.67666
0.17849	0.68287	0.67214
0.18738	0.68341	0.6676
0.19628	0.68395	0.66306
0.20517	0.6845	0.65851
0.21406	0.68504	0.65396
0.22296	0.68558	0.64943
0.23185	0.68613	0.64491
0.24075	0.68667	0.64039
0.24964	0.68722	0.63587
0.25852	0.68776	0.63135
0.26739	0.6883	0.62683
0.27626	0.68885	0.6223
0.28513	0.68939	0.61778
0.29401	0.68992	0.61325
0.30291	0.69044	0.60871
0.3118	0.69096	0.60416
0.32069	0.69148	0.59961
0.32959	0.69201	0.59508
0.33848	0.69255	0.59056
0.34738	0.69309	0.58604
0.35627	0.69364	0.58151
0.36516	0.69418	0.57698
0.37406	0.69472	0.57244
0.38295	0.69527	0.56789
0.39185	0.69581	0.56335
0.40074	0.69636	0.55881
0.40964	0.6969	0.55429
0.41853	0.69744	0.54977
0.42742	0.69799	0.54524
0.43632	0.69853	0.54072
0.44521	0.69907	0.53617
0.45411	0.69962	0.53163
0.463	0.70016	0.52708
0.47189	0.7007	0.52254
0.48076	0.70125	0.51802
0.48963	0.70179	0.5135
0.4985	0.70233	0.50898
0.50737	0.70288	0.50445
0.51626	0.70342	0.49993
0.52516	0.70396	0.49541
0.53405	0.70451	0.49089
0.54295	0.70505	0.48637
0.55184	0.7056	0.48182
0.56074	0.70614	0.47728
0.56963	0.70668	0.47273
0.57852	0.70723	0.46818
0.58742	0.70777	0.46366
0.59631	0.70831	0.45914
0.60521	0.70886	0.45462
0.6141	0.7094	0.4501
0.62299	0.70994	0.44555
0.63189	0.71049	0.44101
0.64078	0.71103	0.43646
0.64968	0.71157	0.43192
0.65855	0.71212	0.42739
0.66742	0.71266	0.42287
0.67629	0.7132	0.41835
0.68516	0.71375	0.41383
0.69405	0.71429	0.40929
0.70294	0.71484	0.40474
0.71184	0.71538	0.4002
0.72073	0.71592	0.39565
0.72962	0.71647	0.39112
0.73852	0.71701	0.3866
0.74741	0.71755	0.38208
0.75631	0.7181	0.37756
0.7652	0.71864	0.37304
0.77409	0.71918	0.36852
0.78299	0.71973	0.364
0.79188	0.72027	0.35948
0.80078	0.72081	0.35494
0.80967	0.72136	0.35039
0.81856	0.7219	0.34584
0.82746	0.72244	0.3413
0.83635	0.72299	0.33677
0.84525	0.72353	0.33225
0.85414	0.72408	0.32773
0.86304	0.72462	0.32321
0.87191	0.72516	0.31867
0.88078	0.72571	0.31412
0.88965	0.72625	0.30958
0.89852	0.72679	0.30503
0.90741	0.72734	0.3005
0.9163	0.72788	0.29598
0.92519	0.72842	0.29146
0.93409	0.72897	0.28694
0.94298	0.72951	0.2824
0.95188	0.73005	0.27786
0.96077	0.7306	0.27331
0.96966	0.73114	0.26876
0.97648	0.73322	0.2632
0.98139	0.73671	0.2567
0.98631	0.74019	0.2502
0.99122	0.74368	0.2437
0.99441	0.74783	0.23749
0.9957	0.75272	0.23158
0.99698	0.75761	0.22568
0.99827	0.7625	0.21977
0.99841	0.76767	0.21456
0.99702	0.77321	0.21026
0.99564	0.77874	0.20596
0.99426	0.78427	0.20166
0.99287	0.7898	0.19737
0.99149	0.79531	0.1931
0.99011	0.80082	0.18882
0.98872	0.80633	0.18455
0.98734	0.81184	0.18027
0.98596	0.81738	0.17597
0.98457	0.82291	0.17167
0.98319	0.82845	0.16737
0.9818	0.83398	0.16307
0.98042	0.83952	0.15877
0.97904	0.84505	0.15447
0.97765	0.85058	0.15018
0.97627	0.85611	0.14588
0.97489	0.86162	0.14161
0.9735	0.86713	0.13733
0.97212	0.87264	0.13306
0.97074	0.87815	0.12878
0.96935	0.88369	0.12448
0.96797	0.88922	0.12018
0.96659	0.89476	0.11588
0.9652	0.90029	0.11159
0.96382	0.9058	0.10729
0.96244	0.91131	0.10299
0.96105	0.91682	0.098689
0.96	0.92252	0.094318
0.96205	0.93011	0.089253
0.9641	0.93769	0.084188
0.96615	0.94528	0.079124
0.9682	0.95286	0.074059
0.97022	0.96042	0.068994
0.97225	0.96798	0.063929
0.97427	0.97554	0.058865
0.9763	0.9831	0.0538
